type,id,sample_time,pt1,pt2,temperature,hum,pressure,tvoc,eco2,rawh2,rawethanol,timestamp
2,817,1258887,"{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 4, 'particles_03um': 756, 'particles_05um': 215, 'particles_10um': 32, 'particles_25um': 1, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 690, 'particles_05um': 184, 'particles_10um': 30, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.95,36.84,402,55,400,12502,1245,2025-03-26 15:14:14.783133
2,817,1268980,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 5, 'particles_03um': 831, 'particles_05um': 226, 'particles_10um': 28, 'particles_25um': 2, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 669, 'particles_05um': 162, 'particles_10um': 26, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.97,37.15,402,52,400,12563,1250,2025-03-26 15:14:24.349492
2,817,1279041,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 861, 'particles_05um': 228, 'particles_10um': 19, 'particles_25um': 1, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 630, 'particles_05um': 147, 'particles_10um': 22, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.99,37.32,402,45,400,12606,1263,2025-03-26 15:14:34.399234
2,817,1289118,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 765, 'particles_05um': 217, 'particles_10um': 16, 'particles_25um': 2, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 4, 'particles_03um': 633, 'particles_05um': 154, 'particles_10um': 22, 'particles_25um': 2, 'particles_50um': 2, 'particles_100um': 0}",27.97,36.82,402,10,400,12699,1291,2025-03-26 15:14:44.453901
2,817,1299195,"{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 639, 'particles_05um': 185, 'particles_10um': 16, 'particles_25um': 1, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 3, 'pm100_standard': 4, 'particles_03um': 627, 'particles_05um': 172, 'particles_10um': 20, 'particles_25um': 2, 'particles_50um': 2, 'particles_100um': 0}",27.96,36.34,402,0,400,12731,1284,2025-03-26 15:14:54.514381
2,817,1309272,"{'pm10_standard': 4, 'pm25_standard': 5, 'pm100_standard': 5, 'particles_03um': 771, 'particles_05um': 224, 'particles_10um': 29, 'particles_25um': 1, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 2, 'pm100_standard': 4, 'particles_03um': 660, 'particles_05um': 179, 'particles_10um': 18, 'particles_25um': 2, 'particles_50um': 2, 'particles_100um': 0}",27.95,35.73,402,0,400,12787,1193,2025-03-26 15:15:04.582799
2,817,1319347,"{'pm10_standard': 5, 'pm25_standard': 5, 'pm100_standard': 5, 'particles_03um': 897, 'particles_05um': 260, 'particles_10um': 30, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 2, 'pm100_standard': 2, 'particles_03um': 594, 'particles_05um': 165, 'particles_10um': 12, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.91,35.18,402,1,400,12787,1098,2025-03-26 15:15:14.632768
2,817,1329395,"{'pm10_standard': 5, 'pm25_standard': 6, 'pm100_standard': 7, 'particles_03um': 897, 'particles_05um': 263, 'particles_10um': 36, 'particles_25um': 3, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 699, 'particles_05um': 186, 'particles_10um': 16, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.95,34.94,402,26,400,12640,1011,2025-03-26 15:15:24.666740
2,817,1339472,"{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 4, 'particles_03um': 720, 'particles_05um': 204, 'particles_10um': 19, 'particles_25um': 3, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 735, 'particles_05um': 197, 'particles_10um': 20, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.93,35.0,402,19,400,12730,993,2025-03-26 15:15:34.719162
2,817,1349549,"{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 4, 'particles_03um': 741, 'particles_05um': 194, 'particles_10um': 25, 'particles_25um': 4, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 6, 'particles_03um': 636, 'particles_05um': 176, 'particles_10um': 32, 'particles_25um': 4, 'particles_50um': 2, 'particles_100um': 2}",27.89,34.81,402,5,400,12769,955,2025-03-26 15:15:44.786854
2,817,1359612,"{'pm10_standard': 2, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 819, 'particles_05um': 211, 'particles_10um': 26, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 4, 'pm100_standard': 7, 'particles_03um': 570, 'particles_05um': 160, 'particles_10um': 34, 'particles_25um': 6, 'particles_50um': 4, 'particles_100um': 4}",27.89,34.59,402,4,400,12782,916,2025-03-26 15:15:55.987241
2,817,1369691,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 5, 'particles_03um': 861, 'particles_05um': 228, 'particles_10um': 37, 'particles_25um': 2, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 8, 'particles_03um': 675, 'particles_05um': 186, 'particles_10um': 39, 'particles_25um': 6, 'particles_50um': 4, 'particles_100um': 4}",27.88,34.45,402,0,400,12779,888,2025-03-26 15:16:08.484093
2,817,1379771,"{'pm10_standard': 3, 'pm25_standard': 6, 'pm100_standard': 7, 'particles_03um': 936, 'particles_05um': 267, 'particles_10um': 57, 'particles_25um': 2, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 645, 'particles_05um': 179, 'particles_10um': 27, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.88,34.39,402,4,400,12784,859,2025-03-26 15:16:23.846346
2,817,1389850,"{'pm10_standard': 5, 'pm25_standard': 8, 'pm100_standard': 8, 'particles_03um': 1035, 'particles_05um': 303, 'particles_10um': 59, 'particles_25um': 3, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 708, 'particles_05um': 185, 'particles_10um': 25, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.89,34.49,402,25,400,12628,842,2025-03-26 15:16:40.781805
2,817,1399930,"{'pm10_standard': 4, 'pm25_standard': 6, 'pm100_standard': 6, 'particles_03um': 996, 'particles_05um': 290, 'particles_10um': 52, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 5, 'pm100_standard': 5, 'particles_03um': 618, 'particles_05um': 169, 'particles_10um': 37, 'particles_25um': 6, 'particles_50um': 0, 'particles_100um': 0}",27.89,35.3,402,60,400,12648,866,2025-03-26 15:16:58.914748
2,817,1410010,"{'pm10_standard': 4, 'pm25_standard': 5, 'pm100_standard': 6, 'particles_03um': 948, 'particles_05um': 274, 'particles_10um': 52, 'particles_25um': 1, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 5, 'pm100_standard': 5, 'particles_03um': 624, 'particles_05um': 178, 'particles_10um': 43, 'particles_25um': 6, 'particles_50um': 0, 'particles_100um': 0}",27.89,35.31,402,37,400,12627,889,2025-03-26 15:17:18.053118
2,817,1420060,"{'pm10_standard': 3, 'pm25_standard': 5, 'pm100_standard': 5, 'particles_03um': 879, 'particles_05um': 247, 'particles_10um': 42, 'particles_25um': 1, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 615, 'particles_05um': 172, 'particles_10um': 35, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}",27.89,35.41,402,38,400,12640,905,2025-03-26 15:17:39.283164
2,817,1430139,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 5, 'particles_03um': 822, 'particles_05um': 222, 'particles_10um': 34, 'particles_25um': 2, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 645, 'particles_05um': 176, 'particles_10um': 12, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.91,35.42,402,35,400,12667,933,2025-03-26 15:18:03.942322
