type,id,sample_time,pt1,pt2,temperature,hum,pressure,tvoc,eco2,rawh2,rawethanol,timestamp
2,817,9823724,"{'pm10_standard': 12, 'pm25_standard': 15, 'pm100_standard': 15, 'particles_03um': 6087, 'particles_05um': 789, 'particles_10um': 52, 'particles_25um': 1, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 6, 'pm25_standard': 8, 'pm100_standard': 8, 'particles_03um': 1515, 'particles_05um': 358, 'particles_10um': 38, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}",29.47,36.11,401,126,450,12322,2097,2025-03-26 17:36:45.589073
2,817,9833806,"{'pm10_standard': 15, 'pm25_standard': 17, 'pm100_standard': 17, 'particles_03um': 6423, 'particles_05um': 897, 'particles_10um': 58, 'particles_25um': 1, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 7, 'pm25_standard': 9, 'pm100_standard': 9, 'particles_03um': 1674, 'particles_05um': 393, 'particles_10um': 36, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}",29.45,35.5,401,111,589,12209,2080,2025-03-26 17:36:55.647736
2,817,9843888,"{'pm10_standard': 16, 'pm25_standard': 18, 'pm100_standard': 18, 'particles_03um': 6159, 'particles_05um': 891, 'particles_10um': 58, 'particles_25um': 1, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 7, 'pm25_standard': 9, 'pm100_standard': 10, 'particles_03um': 1752, 'particles_05um': 407, 'particles_10um': 42, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}",29.43,35.0,401,93,400,12364,1989,2025-03-26 17:37:05.704923
