type,id,sample_time,pt1,pt2,temperature,hum,pressure,tvoc,eco2,rawh2,rawethanol,timestamp
2,817,11012288,"{'pm10_standard': 17, 'pm25_standard': 24, 'pm100_standard': 25, 'particles_03um': 4059, 'particles_05um': 986, 'particles_10um': 143, 'particles_25um': 7, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 20, 'pm25_standard': 24, 'pm100_standard': 25, 'particles_03um': 4908, 'particles_05um': 1117, 'particles_10um': 81, 'particles_25um': 4, 'particles_50um': 2, 'particles_100um': 0}",29.29,34.23,401,103,400,12292,1450,2025-03-26 17:56:31.877155
2,817,11022348,"{'pm10_standard': 20, 'pm25_standard': 25, 'pm100_standard': 26, 'particles_03um': 4740, 'particles_05um': 1040, 'particles_10um': 120, 'particles_25um': 8, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 18, 'pm25_standard': 22, 'pm100_standard': 26, 'particles_03um': 4704, 'particles_05um': 1056, 'particles_10um': 90, 'particles_25um': 8, 'particles_50um': 6, 'particles_100um': 0}",29.28,34.2,401,110,425,12260,1428,2025-03-26 17:56:41.922268
2,817,11032442,"{'pm10_standard': 18, 'pm25_standard': 24, 'pm100_standard': 27, 'particles_03um': 5097, 'particles_05um': 1056, 'particles_10um': 102, 'particles_25um': 11, 'particles_50um': 4, 'particles_100um': 3}","{'pm10_standard': 9, 'pm25_standard': 17, 'pm100_standard': 19, 'particles_03um': 1947, 'particles_05um': 506, 'particles_10um': 104, 'particles_25um': 26, 'particles_50um': 2, 'particles_100um': 2}",29.27,34.24,401,111,424,12250,1415,2025-03-26 17:56:51.997533
2,817,11042526,"{'pm10_standard': 20, 'pm25_standard': 25, 'pm100_standard': 29, 'particles_03um': 5676, 'particles_05um': 1123, 'particles_10um': 110, 'particles_25um': 13, 'particles_50um': 5, 'particles_100um': 3}","{'pm10_standard': 8, 'pm25_standard': 15, 'pm100_standard': 16, 'particles_03um': 2040, 'particles_05um': 525, 'particles_10um': 90, 'particles_25um': 18, 'particles_50um': 2, 'particles_100um': 0}",29.22,34.28,401,112,408,12276,1411,2025-03-26 17:57:02.057179
