type,id,sample_time,pt1,pt2,temperature,hum,pressure,tvoc,eco2,rawh2,rawethanol,timestamp
2,817,14202010,"{'pm10_standard': 37, 'pm25_standard': 54, 'pm100_standard': 55, 'particles_03um': 7551, 'particles_05um': 1955, 'particles_10um': 279, 'particles_25um': 22, 'particles_50um': 2, 'particles_100um': 2}","{'pm10_standard': 25, 'pm25_standard': 41, 'pm100_standard': 41, 'particles_03um': 4863, 'particles_05um': 1279, 'particles_10um': 228, 'particles_25um': 26, 'particles_50um': 0, 'particles_100um': 0}",28.8,34.21,401,59,403,12384,1196,2025-03-26 18:49:35.786019
2,817,14212083,"{'pm10_standard': 39, 'pm25_standard': 54, 'pm100_standard': 57, 'particles_03um': 8571, 'particles_05um': 2101, 'particles_10um': 269, 'particles_25um': 20, 'particles_50um': 4, 'particles_100um': 3}","{'pm10_standard': 25, 'pm25_standard': 42, 'pm100_standard': 45, 'particles_03um': 5034, 'particles_05um': 1323, 'particles_10um': 263, 'particles_25um': 30, 'particles_50um': 4, 'particles_100um': 2}",28.79,34.24,401,57,407,12391,1182,2025-03-26 18:49:45.830361
2,817,14222089,"{'pm10_standard': 35, 'pm25_standard': 51, 'pm100_standard': 54, 'particles_03um': 7230, 'particles_05um': 1844, 'particles_10um': 308, 'particles_25um': 16, 'particles_50um': 4, 'particles_100um': 3}","{'pm10_standard': 25, 'pm25_standard': 39, 'pm100_standard': 42, 'particles_03um': 4845, 'particles_05um': 1349, 'particles_10um': 221, 'particles_25um': 32, 'particles_50um': 4, 'particles_100um': 0}",28.77,34.2,401,54,405,12388,1169,2025-03-26 18:49:55.830770
2,817,14232162,"{'pm10_standard': 33, 'pm25_standard': 47, 'pm100_standard': 50, 'particles_03um': 6987, 'particles_05um': 1768, 'particles_10um': 256, 'particles_25um': 14, 'particles_50um': 3, 'particles_100um': 3}","{'pm10_standard': 26, 'pm25_standard': 39, 'pm100_standard': 44, 'particles_03um': 4758, 'particles_05um': 1295, 'particles_10um': 226, 'particles_25um': 32, 'particles_50um': 8, 'particles_100um': 2}",28.82,34.44,401,71,420,12378,1176,2025-03-26 18:50:05.886439
2,817,14242176,"{'pm10_standard': 39, 'pm25_standard': 52, 'pm100_standard': 55, 'particles_03um': 8673, 'particles_05um': 2065, 'particles_10um': 265, 'particles_25um': 13, 'particles_50um': 4, 'particles_100um': 3}","{'pm10_standard': 24, 'pm25_standard': 38, 'pm100_standard': 42, 'particles_03um': 4782, 'particles_05um': 1241, 'particles_10um': 200, 'particles_25um': 28, 'particles_50um': 6, 'particles_100um': 2}",28.82,34.36,401,66,430,12366,1180,2025-03-26 18:50:15.877531
2,817,14252219,"{'pm10_standard': 44, 'pm25_standard': 59, 'pm100_standard': 60, 'particles_03um': 10497, 'particles_05um': 2346, 'particles_10um': 296, 'particles_25um': 17, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 24, 'pm25_standard': 36, 'pm100_standard': 39, 'particles_03um': 4605, 'particles_05um': 1213, 'particles_10um': 180, 'particles_25um': 22, 'particles_50um': 4, 'particles_100um': 2}",28.82,34.39,401,69,473,12335,1182,2025-03-26 18:50:25.897777
2,817,14262284,"{'pm10_standard': 37, 'pm25_standard': 51, 'pm100_standard': 55, 'particles_03um': 7851, 'particles_05um': 1924, 'particles_10um': 311, 'particles_25um': 10, 'particles_50um': 5, 'particles_100um': 2}","{'pm10_standard': 25, 'pm25_standard': 36, 'pm100_standard': 36, 'particles_03um': 4665, 'particles_05um': 1254, 'particles_10um': 179, 'particles_25um': 12, 'particles_50um': 0, 'particles_100um': 0}",28.82,34.48,401,64,421,12368,1198,2025-03-26 18:50:35.943274
2,817,14272352,"{'pm10_standard': 41, 'pm25_standard': 53, 'pm100_standard': 57, 'particles_03um': 8895, 'particles_05um': 2122, 'particles_10um': 288, 'particles_25um': 10, 'particles_50um': 6, 'particles_100um': 2}","{'pm10_standard': 24, 'pm25_standard': 34, 'pm100_standard': 35, 'particles_03um': 4638, 'particles_05um': 1269, 'particles_10um': 161, 'particles_25um': 10, 'particles_50um': 2, 'particles_100um': 0}",28.85,34.54,401,75,465,12332,1231,2025-03-26 18:50:46.002084
2,817,14282464,"{'pm10_standard': 43, 'pm25_standard': 60, 'pm100_standard': 64, 'particles_03um': 10134, 'particles_05um': 2341, 'particles_10um': 317, 'particles_25um': 23, 'particles_50um': 6, 'particles_100um': 1}","{'pm10_standard': 24, 'pm25_standard': 34, 'pm100_standard': 36, 'particles_03um': 4929, 'particles_05um': 1277, 'particles_10um': 163, 'particles_25um': 12, 'particles_50um': 4, 'particles_100um': 0}",28.87,34.6,401,75,431,12364,1305,2025-03-26 18:50:56.091591
2,817,14292509,"{'pm10_standard': 38, 'pm25_standard': 54, 'pm100_standard': 58, 'particles_03um': 8094, 'particles_05um': 2024, 'particles_10um': 283, 'particles_25um': 19, 'particles_50um': 7, 'particles_100um': 1}","{'pm10_standard': 27, 'pm25_standard': 36, 'pm100_standard': 40, 'particles_03um': 5298, 'particles_05um': 1369, 'particles_10um': 169, 'particles_25um': 16, 'particles_50um': 6, 'particles_100um': 0}",28.85,34.52,401,76,442,12357,1308,2025-03-26 18:51:06.117700
2,817,14302556,"{'pm10_standard': 40, 'pm25_standard': 56, 'pm100_standard': 59, 'particles_03um': 8721, 'particles_05um': 2119, 'particles_10um': 250, 'particles_25um': 23, 'particles_50um': 5, 'particles_100um': 1}","{'pm10_standard': 28, 'pm25_standard': 39, 'pm100_standard': 45, 'particles_03um': 5688, 'particles_05um': 1425, 'particles_10um': 214, 'particles_25um': 24, 'particles_50um': 10, 'particles_100um': 4}",28.86,34.58,401,77,473,12327,1310,2025-03-26 18:51:16.150923
2,817,14312636,"{'pm10_standard': 33, 'pm25_standard': 44, 'pm100_standard': 46, 'particles_03um': 6528, 'particles_05um': 1672, 'particles_10um': 204, 'particles_25um': 15, 'particles_50um': 3, 'particles_100um': 1}","{'pm10_standard': 30, 'pm25_standard': 42, 'pm100_standard': 48, 'particles_03um': 6018, 'particles_05um': 1522, 'particles_10um': 225, 'particles_25um': 26, 'particles_50um': 10, 'particles_100um': 4}",28.85,34.78,401,85,473,12327,1328,2025-03-26 18:51:26.222567
2,817,14322706,"{'pm10_standard': 34, 'pm25_standard': 47, 'pm100_standard': 48, 'particles_03um': 7260, 'particles_05um': 1803, 'particles_10um': 225, 'particles_25um': 15, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 31, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 6312, 'particles_05um': 1592, 'particles_10um': 192, 'particles_25um': 12, 'particles_50um': 2, 'particles_100um': 0}",28.87,34.83,401,86,451,12342,1349,2025-03-26 18:51:36.260422
2,817,14332770,"{'pm10_standard': 39, 'pm25_standard': 50, 'pm100_standard': 52, 'particles_03um': 8925, 'particles_05um': 2072, 'particles_10um': 236, 'particles_25um': 14, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 31, 'pm25_standard': 41, 'pm100_standard': 43, 'particles_03um': 6738, 'particles_05um': 1625, 'particles_10um': 198, 'particles_25um': 20, 'particles_50um': 4, 'particles_100um': 0}",28.91,34.79,401,74,429,12356,1356,2025-03-26 18:51:46.307977
