type,id,sample_time,pt1,pt2,temperature,hum,pressure,tvoc,eco2,rawh2,rawethanol,timestamp
2,817,301523,"{'pm10_standard': 36, 'pm25_standard': 48, 'pm100_standard': 50, 'particles_03um': 7530, 'particles_05um': 1848, 'particles_10um': 257, 'particles_25um': 10, 'particles_50um': 3, 'particles_100um': 0}","{'pm10_standard': 23, 'pm25_standard': 35, 'pm100_standard': 36, 'particles_03um': 4656, 'particles_05um': 1204, 'particles_10um': 202, 'particles_25um': 20, 'particles_50um': 2, 'particles_100um': 0}",27.95,34.94,401,1,400,12599,1031,2025-03-26 19:55:09.842007
2,817,311600,"{'pm10_standard': 35, 'pm25_standard': 47, 'pm100_standard': 48, 'particles_03um': 8037, 'particles_05um': 1853, 'particles_10um': 246, 'particles_25um': 9, 'particles_50um': 3, 'particles_100um': 1}","{'pm10_standard': 24, 'pm25_standard': 33, 'pm100_standard': 33, 'particles_03um': 5343, 'particles_05um': 1288, 'particles_10um': 183, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}",27.95,34.84,401,7,408,12593,1017,2025-03-26 19:55:19.911913
2,817,321647,"{'pm10_standard': 39, 'pm25_standard': 51, 'pm100_standard': 53, 'particles_03um': 10401, 'particles_05um': 2144, 'particles_10um': 229, 'particles_25um': 10, 'particles_50um': 3, 'particles_100um': 2}","{'pm10_standard': 28, 'pm25_standard': 37, 'pm100_standard': 38, 'particles_03um': 6108, 'particles_05um': 1479, 'particles_10um': 181, 'particles_25um': 8, 'particles_50um': 2, 'particles_100um': 2}",27.87,34.77,400,4,400,12594,999,2025-03-26 19:55:29.946316
2,817,331744,"{'pm10_standard': 39, 'pm25_standard': 55, 'pm100_standard': 56, 'particles_03um': 11706, 'particles_05um': 2159, 'particles_10um': 255, 'particles_25um': 18, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 35, 'pm25_standard': 45, 'pm100_standard': 49, 'particles_03um': 7215, 'particles_05um': 1818, 'particles_10um': 190, 'particles_25um': 20, 'particles_50um': 6, 'particles_100um': 2}",27.89,34.78,401,8,400,12591,983,2025-03-26 19:55:40.036292
2,817,341824,"{'pm10_standard': 33, 'pm25_standard': 47, 'pm100_standard': 48, 'particles_03um': 7527, 'particles_05um': 1747, 'particles_10um': 271, 'particles_25um': 9, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 25, 'pm25_standard': 36, 'pm100_standard': 36, 'particles_03um': 4620, 'particles_05um': 1266, 'particles_10um': 159, 'particles_25um': 24, 'particles_50um': 0, 'particles_100um': 0}",27.93,34.78,401,5,400,12591,972,2025-03-26 19:55:50.109125
2,817,351861,"{'pm10_standard': 35, 'pm25_standard': 48, 'pm100_standard': 49, 'particles_03um': 8592, 'particles_05um': 1850, 'particles_10um': 273, 'particles_25um': 11, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 22, 'pm25_standard': 34, 'pm100_standard': 38, 'particles_03um': 4740, 'particles_05um': 1171, 'particles_10um': 183, 'particles_25um': 26, 'particles_50um': 6, 'particles_100um': 2}",27.94,34.77,401,7,400,12588,964,2025-03-26 19:56:00.142034
2,817,361957,"{'pm10_standard': 40, 'pm25_standard': 52, 'pm100_standard': 52, 'particles_03um': 11700, 'particles_05um': 2164, 'particles_10um': 256, 'particles_25um': 11, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 24, 'pm25_standard': 37, 'pm100_standard': 43, 'particles_03um': 4614, 'particles_05um': 1241, 'particles_10um': 215, 'particles_25um': 34, 'particles_50um': 8, 'particles_100um': 2}",27.93,34.74,401,0,400,12589,960,2025-03-26 19:56:10.227548
2,817,372007,"{'pm10_standard': 37, 'pm25_standard': 51, 'pm100_standard': 52, 'particles_03um': 10569, 'particles_05um': 2019, 'particles_10um': 226, 'particles_25um': 20, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 23, 'pm25_standard': 35, 'pm100_standard': 40, 'particles_03um': 4479, 'particles_05um': 1184, 'particles_10um': 179, 'particles_25um': 32, 'particles_50um': 6, 'particles_100um': 6}",27.97,34.73,401,11,402,12581,955,2025-03-26 19:56:20.264646
2,817,382033,"{'pm10_standard': 32, 'pm25_standard': 41, 'pm100_standard': 42, 'particles_03um': 7560, 'particles_05um': 1649, 'particles_10um': 181, 'particles_25um': 5, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 26, 'pm25_standard': 41, 'pm100_standard': 46, 'particles_03um': 4830, 'particles_05um': 1273, 'particles_10um': 203, 'particles_25um': 47, 'particles_50um': 8, 'particles_100um': 2}",27.97,34.71,401,8,400,12577,951,2025-03-26 19:56:30.285600
2,817,392128,"{'pm10_standard': 35, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 9669, 'particles_05um': 1835, 'particles_10um': 152, 'particles_25um': 4, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 24, 'pm25_standard': 37, 'pm100_standard': 43, 'particles_03um': 4497, 'particles_05um': 1202, 'particles_10um': 208, 'particles_25um': 36, 'particles_50um': 6, 'particles_100um': 4}",27.98,34.69,401,6,400,12578,947,2025-03-26 19:56:40.374608
2,817,402203,"{'pm10_standard': 34, 'pm25_standard': 47, 'pm100_standard': 47, 'particles_03um': 9141, 'particles_05um': 1790, 'particles_10um': 257, 'particles_25um': 5, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 23, 'pm25_standard': 33, 'pm100_standard': 39, 'particles_03um': 4293, 'particles_05um': 1141, 'particles_10um': 184, 'particles_25um': 30, 'particles_50um': 6, 'particles_100um': 4}",27.95,34.73,401,11,405,12572,945,2025-03-26 19:56:50.443543
2,817,412209,"{'pm10_standard': 33, 'pm25_standard': 47, 'pm100_standard': 50, 'particles_03um': 7551, 'particles_05um': 1706, 'particles_10um': 280, 'particles_25um': 16, 'particles_50um': 3, 'particles_100um': 3}","{'pm10_standard': 23, 'pm25_standard': 32, 'pm100_standard': 37, 'particles_03um': 4854, 'particles_05um': 1221, 'particles_10um': 162, 'particles_25um': 20, 'particles_50um': 4, 'particles_100um': 2}",27.96,34.8,401,7,400,12563,943,2025-03-26 19:57:00.434020
2,817,422224,"{'pm10_standard': 32, 'pm25_standard': 44, 'pm100_standard': 46, 'particles_03um': 7590, 'particles_05um': 1680, 'particles_10um': 247, 'particles_25um': 11, 'particles_50um': 2, 'particles_100um': 2}","{'pm10_standard': 25, 'pm25_standard': 33, 'pm100_standard': 36, 'particles_03um': 5511, 'particles_05um': 1333, 'particles_10um': 152, 'particles_25um': 10, 'particles_50um': 4, 'particles_100um': 2}",27.95,34.82,401,6,400,12573,942,2025-03-26 19:57:10.441401
2,817,432265,"{'pm10_standard': 32, 'pm25_standard': 46, 'pm100_standard': 47, 'particles_03um': 6984, 'particles_05um': 1658, 'particles_10um': 259, 'particles_25um': 17, 'particles_50um': 2, 'particles_100um': 2}","{'pm10_standard': 30, 'pm25_standard': 40, 'pm100_standard': 45, 'particles_03um': 7185, 'particles_05um': 1677, 'particles_10um': 181, 'particles_25um': 16, 'particles_50um': 8, 'particles_100um': 2}",27.97,34.81,401,7,400,12560,941,2025-03-26 19:57:20.472899
2,817,442346,"{'pm10_standard': 32, 'pm25_standard': 44, 'pm100_standard': 45, 'particles_03um': 6579, 'particles_05um': 1641, 'particles_10um': 228, 'particles_25um': 10, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 36, 'pm25_standard': 46, 'pm100_standard': 51, 'particles_03um': 8733, 'particles_05um': 2008, 'particles_10um': 192, 'particles_25um': 16, 'particles_50um': 8, 'particles_100um': 4}",27.89,34.81,401,5,400,12569,941,2025-03-26 19:57:30.559268
2,817,452423,"{'pm10_standard': 32, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 7287, 'particles_05um': 1680, 'particles_10um': 224, 'particles_25um': 7, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 47, 'pm25_standard': 56, 'pm100_standard': 60, 'particles_03um': 11271, 'particles_05um': 2588, 'particles_10um': 194, 'particles_25um': 16, 'particles_50um': 6, 'particles_100um': 2}",27.89,34.81,401,6,401,12561,939,2025-03-26 19:57:40.610198
2,817,462509,"{'pm10_standard': 35, 'pm25_standard': 45, 'pm100_standard': 46, 'particles_03um': 9924, 'particles_05um': 1931, 'particles_10um': 228, 'particles_25um': 10, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 56, 'pm25_standard': 63, 'pm100_standard': 66, 'particles_03um': 14238, 'particles_05um': 3147, 'particles_10um': 161, 'particles_25um': 12, 'particles_50um': 4, 'particles_100um': 0}",27.88,34.84,400,12,400,12567,938,2025-03-26 19:57:50.695080
2,817,472602,"{'pm10_standard': 40, 'pm25_standard': 52, 'pm100_standard': 55, 'particles_03um': 12036, 'particles_05um': 2122, 'particles_10um': 249, 'particles_25um': 20, 'particles_50um': 5, 'particles_100um': 1}","{'pm10_standard': 51, 'pm25_standard': 64, 'pm100_standard': 71, 'particles_03um': 12543, 'particles_05um': 2933, 'particles_10um': 205, 'particles_25um': 38, 'particles_50um': 12, 'particles_100um': 2}",27.88,34.84,401,7,402,12559,937,2025-03-26 19:58:00.778394
2,817,482681,"{'pm10_standard': 30, 'pm25_standard': 46, 'pm100_standard': 50, 'particles_03um': 7818, 'particles_05um': 1609, 'particles_10um': 289, 'particles_25um': 23, 'particles_50um': 5, 'particles_100um': 2}","{'pm10_standard': 43, 'pm25_standard': 57, 'pm100_standard': 62, 'particles_03um': 10575, 'particles_05um': 2431, 'particles_10um': 223, 'particles_25um': 30, 'particles_50um': 8, 'particles_100um': 2}",27.87,34.85,401,4,400,12565,936,2025-03-26 19:58:10.843071
2,817,492730,"{'pm10_standard': 29, 'pm25_standard': 45, 'pm100_standard': 47, 'particles_03um': 6924, 'particles_05um': 1547, 'particles_10um': 282, 'particles_25um': 17, 'particles_50um': 3, 'particles_100um': 1}","{'pm10_standard': 28, 'pm25_standard': 41, 'pm100_standard': 45, 'particles_03um': 6150, 'particles_05um': 1495, 'particles_10um': 191, 'particles_25um': 32, 'particles_50um': 6, 'particles_100um': 4}",27.89,34.87,401,9,400,12563,935,2025-03-26 19:58:20.885004
2,817,502803,"{'pm10_standard': 30, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 7326, 'particles_05um': 1561, 'particles_10um': 234, 'particles_25um': 12, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 36, 'pm25_standard': 49, 'pm100_standard': 53, 'particles_03um': 8439, 'particles_05um': 2022, 'particles_10um': 194, 'particles_25um': 30, 'particles_50um': 6, 'particles_100um': 0}",27.87,34.88,401,5,400,12567,934,2025-03-26 19:58:30.950729
2,817,512884,"{'pm10_standard': 29, 'pm25_standard': 38, 'pm100_standard': 40, 'particles_03um': 6582, 'particles_05um': 1473, 'particles_10um': 223, 'particles_25um': 7, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 29, 'pm25_standard': 40, 'pm100_standard': 42, 'particles_03um': 5775, 'particles_05um': 1462, 'particles_10um': 178, 'particles_25um': 24, 'particles_50um': 4, 'particles_100um': 0}",27.82,34.9,401,7,400,12566,933,2025-03-26 19:58:41.047971
2,817,522932,"{'pm10_standard': 29, 'pm25_standard': 39, 'pm100_standard': 41, 'particles_03um': 5523, 'particles_05um': 1493, 'particles_10um': 244, 'particles_25um': 12, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 34, 'pm25_standard': 44, 'pm100_standard': 48, 'particles_03um': 7980, 'particles_05um': 1855, 'particles_10um': 178, 'particles_25um': 20, 'particles_50um': 6, 'particles_100um': 0}",27.86,34.94,400,4,408,12563,932,2025-03-26 19:58:51.057770
2,817,532935,"{'pm10_standard': 29, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 4995, 'particles_05um': 1450, 'particles_10um': 244, 'particles_25um': 14, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 28, 'pm25_standard': 43, 'pm100_standard': 46, 'particles_03um': 5775, 'particles_05um': 1447, 'particles_10um': 197, 'particles_25um': 42, 'particles_50um': 4, 'particles_100um': 0}",27.86,34.96,400,3,400,12564,932,2025-03-26 19:59:01.054759
2,817,542956,"{'pm10_standard': 24, 'pm25_standard': 38, 'pm100_standard': 39, 'particles_03um': 4878, 'particles_05um': 1355, 'particles_10um': 248, 'particles_25um': 14, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 29, 'pm25_standard': 43, 'pm100_standard': 46, 'particles_03um': 6390, 'particles_05um': 1556, 'particles_10um': 186, 'particles_25um': 36, 'particles_50um': 4, 'particles_100um': 0}",27.84,34.95,401,8,400,12562,932,2025-03-26 19:59:11.084417
2,817,552999,"{'pm10_standard': 23, 'pm25_standard': 35, 'pm100_standard': 36, 'particles_03um': 4515, 'particles_05um': 1220, 'particles_10um': 231, 'particles_25um': 9, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 45, 'pm25_standard': 58, 'pm100_standard': 63, 'particles_03um': 11562, 'particles_05um': 2566, 'particles_10um': 179, 'particles_25um': 34, 'particles_50um': 6, 'particles_100um': 4}",27.85,34.96,401,1,400,12559,932,2025-03-26 19:59:21.106876
2,817,562999,"{'pm10_standard': 24, 'pm25_standard': 36, 'pm100_standard': 37, 'particles_03um': 4503, 'particles_05um': 1256, 'particles_10um': 233, 'particles_25um': 9, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 58, 'pm25_standard': 70, 'pm100_standard': 76, 'particles_03um': 14958, 'particles_05um': 3280, 'particles_10um': 205, 'particles_25um': 36, 'particles_50um': 8, 'particles_100um': 4}",27.8,34.97,401,11,400,12558,932,2025-03-26 19:59:31.098242
2,817,573081,"{'pm10_standard': 25, 'pm25_standard': 35, 'pm100_standard': 35, 'particles_03um': 4479, 'particles_05um': 1301, 'particles_10um': 218, 'particles_25um': 5, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 29, 'pm25_standard': 45, 'pm100_standard': 49, 'particles_03um': 6621, 'particles_05um': 1627, 'particles_10um': 223, 'particles_25um': 32, 'particles_50um': 6, 'particles_100um': 2}",27.8,35.0,401,6,400,12561,931,2025-03-26 19:59:41.163058
2,817,583121,"{'pm10_standard': 27, 'pm25_standard': 38, 'pm100_standard': 38, 'particles_03um': 4800, 'particles_05um': 1386, 'particles_10um': 242, 'particles_25um': 6, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 27, 'pm25_standard': 44, 'pm100_standard': 47, 'particles_03um': 6042, 'particles_05um': 1509, 'particles_10um': 223, 'particles_25um': 36, 'particles_50um': 4, 'particles_100um': 0}",27.8,35.03,401,10,400,12563,931,2025-03-26 19:59:51.193570
2,817,593199,"{'pm10_standard': 29, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 5091, 'particles_05um': 1478, 'particles_10um': 266, 'particles_25um': 12, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 32, 'pm25_standard': 43, 'pm100_standard': 43, 'particles_03um': 7299, 'particles_05um': 1729, 'particles_10um': 172, 'particles_25um': 20, 'particles_50um': 0, 'particles_100um': 0}",27.78,35.03,400,6,400,12558,931,2025-03-26 20:00:01.262571
2,817,603272,"{'pm10_standard': 29, 'pm25_standard': 42, 'pm100_standard': 42, 'particles_03um': 5109, 'particles_05um': 1458, 'particles_10um': 261, 'particles_25um': 11, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 46, 'pm25_standard': 55, 'pm100_standard': 56, 'particles_03um': 10926, 'particles_05um': 2559, 'particles_10um': 163, 'particles_25um': 18, 'particles_50um': 2, 'particles_100um': 2}",27.76,35.07,401,4,400,12561,930,2025-03-26 20:00:11.335170
2,817,613293,"{'pm10_standard': 28, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 5013, 'particles_05um': 1436, 'particles_10um': 256, 'particles_25um': 19, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 69, 'pm25_standard': 80, 'pm100_standard': 82, 'particles_03um': 17832, 'particles_05um': 4002, 'particles_10um': 168, 'particles_25um': 24, 'particles_50um': 2, 'particles_100um': 2}",27.74,35.1,400,3,400,12560,930,2025-03-26 20:00:21.352359
2,817,623366,"{'pm10_standard': 28, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 4992, 'particles_05um': 1439, 'particles_10um': 237, 'particles_25um': 18, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 37, 'pm25_standard': 51, 'pm100_standard': 55, 'particles_03um': 8439, 'particles_05um': 2064, 'particles_10um': 165, 'particles_25um': 38, 'particles_50um': 6, 'particles_100um': 4}",27.72,35.11,400,1,400,12556,930,2025-03-26 20:00:31.413965
2,817,633459,"{'pm10_standard': 30, 'pm25_standard': 46, 'pm100_standard': 48, 'particles_03um': 5172, 'particles_05um': 1504, 'particles_10um': 263, 'particles_25um': 24, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 47, 'pm25_standard': 59, 'pm100_standard': 62, 'particles_03um': 11325, 'particles_05um': 2715, 'particles_10um': 171, 'particles_25um': 26, 'particles_50um': 4, 'particles_100um': 2}",27.71,35.14,401,12,400,12558,929,2025-03-26 20:00:41.497430
2,817,643547,"{'pm10_standard': 27, 'pm25_standard': 41, 'pm100_standard': 42, 'particles_03um': 4890, 'particles_05um': 1403, 'particles_10um': 255, 'particles_25um': 14, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 57, 'pm25_standard': 73, 'pm100_standard': 75, 'particles_03um': 14652, 'particles_05um': 3346, 'particles_10um': 235, 'particles_25um': 32, 'particles_50um': 2, 'particles_100um': 2}",27.7,35.14,401,6,400,12557,929,2025-03-26 20:00:51.571427
2,817,653548,"{'pm10_standard': 27, 'pm25_standard': 40, 'pm100_standard': 40, 'particles_03um': 4920, 'particles_05um': 1394, 'particles_10um': 261, 'particles_25um': 9, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 45, 'pm25_standard': 57, 'pm100_standard': 59, 'particles_03um': 10845, 'particles_05um': 2541, 'particles_10um': 172, 'particles_25um': 28, 'particles_50um': 2, 'particles_100um': 2}",27.7,35.19,401,2,400,12547,929,2025-03-26 20:01:01.559521
2,817,663599,"{'pm10_standard': 29, 'pm25_standard': 46, 'pm100_standard': 47, 'particles_03um': 5277, 'particles_05um': 1509, 'particles_10um': 306, 'particles_25um': 17, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 51, 'pm25_standard': 63, 'pm100_standard': 67, 'particles_03um': 11946, 'particles_05um': 2882, 'particles_10um': 192, 'particles_25um': 28, 'particles_50um': 6, 'particles_100um': 4}",27.68,35.19,401,6,400,12555,928,2025-03-26 20:01:11.614665
2,817,673674,"{'pm10_standard': 26, 'pm25_standard': 41, 'pm100_standard': 41, 'particles_03um': 4911, 'particles_05um': 1413, 'particles_10um': 264, 'particles_25um': 17, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 39, 'pm25_standard': 51, 'pm100_standard': 55, 'particles_03um': 9429, 'particles_05um': 2199, 'particles_10um': 176, 'particles_25um': 34, 'particles_50um': 6, 'particles_100um': 2}",27.69,35.19,401,7,400,12549,928,2025-03-26 20:01:21.676403
2,817,683743,"{'pm10_standard': 27, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 4902, 'particles_05um': 1405, 'particles_10um': 278, 'particles_25um': 13, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 32, 'pm25_standard': 44, 'pm100_standard': 44, 'particles_03um': 7362, 'particles_05um': 1786, 'particles_10um': 200, 'particles_25um': 20, 'particles_50um': 0, 'particles_100um': 0}",27.7,35.17,401,7,400,12554,928,2025-03-26 20:01:31.746799
2,817,693833,"{'pm10_standard': 27, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 4806, 'particles_05um': 1390, 'particles_10um': 264, 'particles_25um': 14, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 43, 'pm25_standard': 55, 'pm100_standard': 59, 'particles_03um': 10335, 'particles_05um': 2458, 'particles_10um': 189, 'particles_25um': 34, 'particles_50um': 6, 'particles_100um': 4}",27.69,35.17,400,2,400,12547,928,2025-03-26 20:01:41.816111
2,817,703874,"{'pm10_standard': 29, 'pm25_standard': 41, 'pm100_standard': 44, 'particles_03um': 5031, 'particles_05um': 1450, 'particles_10um': 238, 'particles_25um': 24, 'particles_50um': 5, 'particles_100um': 1}","{'pm10_standard': 34, 'pm25_standard': 47, 'pm100_standard': 49, 'particles_03um': 7677, 'particles_05um': 1910, 'particles_10um': 181, 'particles_25um': 34, 'particles_50um': 4, 'particles_100um': 0}",27.7,35.17,401,7,400,12553,928,2025-03-26 20:01:51.837871
2,817,713902,"{'pm10_standard': 25, 'pm25_standard': 38, 'pm100_standard': 39, 'particles_03um': 4572, 'particles_05um': 1285, 'particles_10um': 239, 'particles_25um': 13, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 28, 'pm25_standard': 41, 'pm100_standard': 43, 'particles_03um': 6318, 'particles_05um': 1549, 'particles_10um': 185, 'particles_25um': 32, 'particles_50um': 4, 'particles_100um': 0}",27.68,35.16,400,10,405,12551,928,2025-03-26 20:02:01.863816
2,817,723903,"{'pm10_standard': 26, 'pm25_standard': 41, 'pm100_standard': 41, 'particles_03um': 4767, 'particles_05um': 1366, 'particles_10um': 266, 'particles_25um': 8, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 34, 'pm25_standard': 46, 'pm100_standard': 48, 'particles_03um': 8100, 'particles_05um': 1930, 'particles_10um': 178, 'particles_25um': 22, 'particles_50um': 2, 'particles_100um': 0}",27.64,35.16,401,2,400,12555,927,2025-03-26 20:02:11.859371
2,817,733921,"{'pm10_standard': 26, 'pm25_standard': 41, 'pm100_standard': 41, 'particles_03um': 4770, 'particles_05um': 1383, 'particles_10um': 243, 'particles_25um': 9, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 37, 'pm25_standard': 50, 'pm100_standard': 52, 'particles_03um': 8751, 'particles_05um': 2028, 'particles_10um': 185, 'particles_25um': 28, 'particles_50um': 2, 'particles_100um': 2}",27.63,35.17,401,7,400,12548,927,2025-03-26 20:02:21.882650
