type,id,sample_time,pt1,pt2,temperature,hum,pressure,tvoc,eco2,rawh2,rawethanol,timestamp
2,817,15841695,"{'pm10_standard': 27, 'pm25_standard': 40, 'pm100_standard': 40, 'particles_03um': 5004, 'particles_05um': 1394, 'particles_10um': 257, 'particles_25um': 10, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 22, 'pm25_standard': 29, 'pm100_standard': 31, 'particles_03um': 4014, 'particles_05um': 1103, 'particles_10um': 157, 'particles_25um': 4, 'particles_50um': 2, 'particles_100um': 2}",29.19,35.13,400,100,408,12301,1742,2025-03-26 19:16:52.586800
2,817,15881944,"{'pm10_standard': 25, 'pm25_standard': 36, 'pm100_standard': 37, 'particles_03um': 4671, 'particles_05um': 1310, 'particles_10um': 223, 'particles_25um': 13, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 20, 'pm25_standard': 34, 'pm100_standard': 42, 'particles_03um': 3870, 'particles_05um': 1070, 'particles_10um': 189, 'particles_25um': 45, 'particles_50um': 14, 'particles_100um': 2}",29.22,35.45,400,138,685,12084,1771,2025-03-26 19:17:32.766295
2,817,15891970,"{'pm10_standard': 28, 'pm25_standard': 39, 'pm100_standard': 40, 'particles_03um': 5184, 'particles_05um': 1418, 'particles_10um': 263, 'particles_25um': 14, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 22, 'pm25_standard': 36, 'pm100_standard': 39, 'particles_03um': 4218, 'particles_05um': 1122, 'particles_10um': 182, 'particles_25um': 36, 'particles_50um': 6, 'particles_100um': 0}",29.27,35.85,400,132,481,12241,1965,2025-03-26 19:17:42.770334
2,817,15902057,"{'pm10_standard': 29, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 5586, 'particles_05um': 1487, 'particles_10um': 260, 'particles_25um': 7, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 23, 'pm25_standard': 35, 'pm100_standard': 37, 'particles_03um': 4233, 'particles_05um': 1148, 'particles_10um': 181, 'particles_25um': 28, 'particles_50um': 4, 'particles_100um': 0}",29.22,35.47,400,111,411,12294,2009,2025-03-26 19:17:52.840613
2,817,15912144,"{'pm10_standard': 29, 'pm25_standard': 41, 'pm100_standard': 42, 'particles_03um': 6030, 'particles_05um': 1562, 'particles_10um': 254, 'particles_25um': 6, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 34, 'pm100_standard': 36, 'particles_03um': 3819, 'particles_05um': 1077, 'particles_10um': 181, 'particles_25um': 30, 'particles_50um': 2, 'particles_100um': 2}",29.27,35.67,400,118,459,12258,2001,2025-03-26 19:18:02.907593
2,817,15922262,"{'pm10_standard': 30, 'pm25_standard': 43, 'pm100_standard': 43, 'particles_03um': 6393, 'particles_05um': 1624, 'particles_10um': 247, 'particles_25um': 9, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 23, 'pm25_standard': 37, 'pm100_standard': 41, 'particles_03um': 4419, 'particles_05um': 1189, 'particles_10um': 213, 'particles_25um': 36, 'particles_50um': 6, 'particles_100um': 0}",29.35,35.77,400,119,451,12263,1996,2025-03-26 19:18:13.000877
2,817,15932354,"{'pm10_standard': 31, 'pm25_standard': 45, 'pm100_standard': 45, 'particles_03um': 6531, 'particles_05um': 1654, 'particles_10um': 288, 'particles_25um': 11, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 24, 'pm25_standard': 35, 'pm100_standard': 39, 'particles_03um': 4479, 'particles_05um': 1220, 'particles_10um': 187, 'particles_25um': 24, 'particles_50um': 6, 'particles_100um': 0}",29.32,35.37,401,101,401,12294,1949,2025-03-26 19:18:23.084372
2,817,15962463,"{'pm10_standard': 30, 'pm25_standard': 43, 'pm100_standard': 44, 'particles_03um': 5709, 'particles_05um': 1504, 'particles_10um': 229, 'particles_25um': 18, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 20, 'pm25_standard': 31, 'pm100_standard': 34, 'particles_03um': 3891, 'particles_05um': 1033, 'particles_10um': 150, 'particles_25um': 30, 'particles_50um': 4, 'particles_100um': 2}",29.29,34.88,400,100,405,12298,1746,2025-03-26 19:18:53.137451
2,817,15972515,"{'pm10_standard': 29, 'pm25_standard': 43, 'pm100_standard': 45, 'particles_03um': 5211, 'particles_05um': 1472, 'particles_10um': 261, 'particles_25um': 18, 'particles_50um': 3, 'particles_100um': 1}","{'pm10_standard': 21, 'pm25_standard': 31, 'pm100_standard': 33, 'particles_03um': 3999, 'particles_05um': 1057, 'particles_10um': 148, 'particles_25um': 24, 'particles_50um': 4, 'particles_100um': 2}",29.31,34.84,400,94,400,12294,1659,2025-03-26 19:19:03.170560
2,817,15982599,"{'pm10_standard': 27, 'pm25_standard': 41, 'pm100_standard': 42, 'particles_03um': 5193, 'particles_05um': 1444, 'particles_10um': 253, 'particles_25um': 16, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 20, 'pm25_standard': 29, 'pm100_standard': 30, 'particles_03um': 4041, 'particles_05um': 1085, 'particles_10um': 136, 'particles_25um': 16, 'particles_50um': 2, 'particles_100um': 0}",29.3,34.94,400,103,430,12282,1613,2025-03-26 19:19:13.230989
2,817,15992626,"{'pm10_standard': 26, 'pm25_standard': 41, 'pm100_standard': 43, 'particles_03um': 5067, 'particles_05um': 1362, 'particles_10um': 260, 'particles_25um': 22, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 21, 'pm25_standard': 28, 'pm100_standard': 29, 'particles_03um': 3882, 'particles_05um': 1070, 'particles_10um': 127, 'particles_25um': 10, 'particles_50um': 2, 'particles_100um': 0}",29.31,34.99,400,106,424,12288,1619,2025-03-26 19:19:23.242872
2,817,16002677,"{'pm10_standard': 24, 'pm25_standard': 36, 'pm100_standard': 36, 'particles_03um': 4680, 'particles_05um': 1293, 'particles_10um': 231, 'particles_25um': 9, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 22, 'pm25_standard': 29, 'pm100_standard': 30, 'particles_03um': 3987, 'particles_05um': 1107, 'particles_10um': 150, 'particles_25um': 6, 'particles_50um': 2, 'particles_100um': 0}",29.29,35.06,400,109,419,12287,1621,2025-03-26 19:19:33.272031
2,817,16012733,"{'pm10_standard': 25, 'pm25_standard': 36, 'pm100_standard': 37, 'particles_03um': 4881, 'particles_05um': 1329, 'particles_10um': 226, 'particles_25um': 8, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 27, 'pm100_standard': 27, 'particles_03um': 4065, 'particles_05um': 1072, 'particles_10um': 160, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",29.29,35.19,400,109,406,12292,1618,2025-03-26 19:19:43.311990
2,817,16022813,"{'pm10_standard': 24, 'pm25_standard': 35, 'pm100_standard': 35, 'particles_03um': 5001, 'particles_05um': 1321, 'particles_10um': 194, 'particles_25um': 7, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 23, 'pm25_standard': 30, 'pm100_standard': 33, 'particles_03um': 4257, 'particles_05um': 1138, 'particles_10um': 177, 'particles_25um': 8, 'particles_50um': 4, 'particles_100um': 2}",29.29,35.21,400,105,409,12292,1618,2025-03-26 19:19:53.370211
2,817,16032893,"{'pm10_standard': 26, 'pm25_standard': 37, 'pm100_standard': 38, 'particles_03um': 5277, 'particles_05um': 1385, 'particles_10um': 204, 'particles_25um': 8, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 23, 'pm25_standard': 30, 'pm100_standard': 34, 'particles_03um': 4341, 'particles_05um': 1133, 'particles_10um': 176, 'particles_25um': 10, 'particles_50um': 4, 'particles_100um': 2}",29.27,35.19,401,107,433,12276,1621,2025-03-26 19:20:03.426250
2,817,16042959,"{'pm10_standard': 27, 'pm25_standard': 38, 'pm100_standard': 38, 'particles_03um': 5448, 'particles_05um': 1421, 'particles_10um': 199, 'particles_25um': 12, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 20, 'pm25_standard': 28, 'pm100_standard': 31, 'particles_03um': 3948, 'particles_05um': 1044, 'particles_10um': 159, 'particles_25um': 14, 'particles_50um': 4, 'particles_100um': 2}",29.26,35.17,400,99,408,12293,1665,2025-03-26 19:20:13.478457
2,817,16052976,"{'pm10_standard': 28, 'pm25_standard': 42, 'pm100_standard': 43, 'particles_03um': 5064, 'particles_05um': 1436, 'particles_10um': 251, 'particles_25um': 10, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 22, 'pm25_standard': 33, 'pm100_standard': 34, 'particles_03um': 4302, 'particles_05um': 1151, 'particles_10um': 186, 'particles_25um': 14, 'particles_50um': 2, 'particles_100um': 0}",29.24,35.13,401,96,403,12295,1682,2025-03-26 19:20:23.471267
2,817,16062980,"{'pm10_standard': 27, 'pm25_standard': 38, 'pm100_standard': 40, 'particles_03um': 4905, 'particles_05um': 1375, 'particles_10um': 211, 'particles_25um': 12, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 20, 'pm25_standard': 34, 'pm100_standard': 39, 'particles_03um': 3948, 'particles_05um': 1090, 'particles_10um': 170, 'particles_25um': 42, 'particles_50um': 6, 'particles_100um': 2}",29.26,35.08,400,103,412,12287,1684,2025-03-26 19:20:33.455262
2,817,16072990,"{'pm10_standard': 26, 'pm25_standard': 41, 'pm100_standard': 42, 'particles_03um': 4740, 'particles_05um': 1348, 'particles_10um': 252, 'particles_25um': 21, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 20, 'pm25_standard': 32, 'pm100_standard': 37, 'particles_03um': 3831, 'particles_05um': 1058, 'particles_10um': 172, 'particles_25um': 34, 'particles_50um': 8, 'particles_100um': 2}",29.29,35.21,400,113,437,12263,1701,2025-03-26 19:20:43.446351
2,817,16083009,"{'pm10_standard': 29, 'pm25_standard': 43, 'pm100_standard': 43, 'particles_03um': 5103, 'particles_05um': 1463, 'particles_10um': 267, 'particles_25um': 13, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 32, 'pm100_standard': 39, 'particles_03um': 4050, 'particles_05um': 1091, 'particles_10um': 172, 'particles_25um': 30, 'particles_50um': 12, 'particles_100um': 2}",29.33,35.39,400,114,410,12288,1876,2025-03-26 19:20:53.445887
2,817,16093068,"{'pm10_standard': 28, 'pm25_standard': 41, 'pm100_standard': 41, 'particles_03um': 5208, 'particles_05um': 1460, 'particles_10um': 269, 'particles_25um': 6, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 28, 'pm100_standard': 33, 'particles_03um': 4311, 'particles_05um': 1110, 'particles_10um': 144, 'particles_25um': 16, 'particles_50um': 8, 'particles_100um': 0}",29.31,35.11,401,101,400,12304,1877,2025-03-26 19:21:03.490180
2,817,16103087,"{'pm10_standard': 28, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 5313, 'particles_05um': 1472, 'particles_10um': 255, 'particles_25um': 9, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 19, 'pm25_standard': 31, 'pm100_standard': 35, 'particles_03um': 3738, 'particles_05um': 1009, 'particles_10um': 192, 'particles_25um': 32, 'particles_50um': 4, 'particles_100um': 2}",29.34,34.88,400,100,400,12298,1816,2025-03-26 19:21:13.491276
2,817,16113141,"{'pm10_standard': 28, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 5565, 'particles_05um': 1492, 'particles_10um': 242, 'particles_25um': 8, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 19, 'pm25_standard': 32, 'pm100_standard': 34, 'particles_03um': 3660, 'particles_05um': 1017, 'particles_10um': 207, 'particles_25um': 26, 'particles_50um': 2, 'particles_100um': 2}",29.32,34.71,400,96,403,12308,1711,2025-03-26 19:21:23.526105
2,817,16123215,"{'pm10_standard': 28, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 5559, 'particles_05um': 1468, 'particles_10um': 238, 'particles_25um': 9, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 20, 'pm25_standard': 31, 'pm100_standard': 36, 'particles_03um': 3867, 'particles_05um': 1047, 'particles_10um': 163, 'particles_25um': 24, 'particles_50um': 8, 'particles_100um': 2}",29.32,34.63,400,100,402,12299,1656,2025-03-26 19:21:33.579197
2,817,16133274,"{'pm10_standard': 29, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 5886, 'particles_05um': 1528, 'particles_10um': 231, 'particles_25um': 9, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 33, 'pm100_standard': 35, 'particles_03um': 4002, 'particles_05um': 1092, 'particles_10um': 177, 'particles_25um': 30, 'particles_50um': 4, 'particles_100um': 0}",29.32,34.63,400,99,400,12299,1610,2025-03-26 19:21:43.616645
2,817,16143358,"{'pm10_standard': 29, 'pm25_standard': 39, 'pm100_standard': 40, 'particles_03um': 5916, 'particles_05um': 1496, 'particles_10um': 229, 'particles_25um': 12, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 31, 'pm100_standard': 32, 'particles_03um': 3783, 'particles_05um': 1055, 'particles_10um': 168, 'particles_25um': 20, 'particles_50um': 2, 'particles_100um': 0}",29.3,34.57,401,92,404,12311,1568,2025-03-26 19:21:53.682643
2,817,16153444,"{'pm10_standard': 29, 'pm25_standard': 43, 'pm100_standard': 45, 'particles_03um': 5565, 'particles_05um': 1496, 'particles_10um': 290, 'particles_25um': 19, 'particles_50um': 4, 'particles_100um': 2}","{'pm10_standard': 21, 'pm25_standard': 29, 'pm100_standard': 31, 'particles_03um': 3810, 'particles_05um': 1063, 'particles_10um': 169, 'particles_25um': 14, 'particles_50um': 2, 'particles_100um': 0}",29.33,34.58,401,99,410,12293,1532,2025-03-26 19:22:03.746402
2,817,16163467,"{'pm10_standard': 27, 'pm25_standard': 40, 'pm100_standard': 42, 'particles_03um': 4941, 'particles_05um': 1392, 'particles_10um': 294, 'particles_25um': 11, 'particles_50um': 3, 'particles_100um': 1}","{'pm10_standard': 22, 'pm25_standard': 27, 'pm100_standard': 31, 'particles_03um': 3846, 'particles_05um': 1052, 'particles_10um': 146, 'particles_25um': 14, 'particles_50um': 4, 'particles_100um': 2}",29.33,34.84,401,106,408,12294,1526,2025-03-26 19:22:13.752937
2,817,16173547,"{'pm10_standard': 27, 'pm25_standard': 38, 'pm100_standard': 41, 'particles_03um': 5106, 'particles_05um': 1382, 'particles_10um': 247, 'particles_25um': 13, 'particles_50um': 5, 'particles_100um': 1}","{'pm10_standard': 21, 'pm25_standard': 27, 'pm100_standard': 31, 'particles_03um': 3975, 'particles_05um': 1050, 'particles_10um': 152, 'particles_25um': 14, 'particles_50um': 4, 'particles_100um': 2}",29.31,34.81,400,104,434,12277,1526,2025-03-26 19:22:23.808926
2,817,16183589,"{'pm10_standard': 27, 'pm25_standard': 41, 'pm100_standard': 47, 'particles_03um': 5469, 'particles_05um': 1452, 'particles_10um': 228, 'particles_25um': 31, 'particles_50um': 8, 'particles_100um': 2}","{'pm10_standard': 23, 'pm25_standard': 33, 'pm100_standard': 36, 'particles_03um': 4332, 'particles_05um': 1141, 'particles_10um': 171, 'particles_25um': 26, 'particles_50um': 4, 'particles_100um': 0}",29.43,35.45,400,132,569,12170,1547,2025-03-26 19:22:33.834553
2,817,16193676,"{'pm10_standard': 24, 'pm25_standard': 36, 'pm100_standard': 37, 'particles_03um': 4608, 'particles_05um': 1302, 'particles_10um': 207, 'particles_25um': 9, 'particles_50um': 2, 'particles_100um': 1}","{'pm10_standard': 20, 'pm25_standard': 33, 'pm100_standard': 36, 'particles_03um': 4176, 'particles_05um': 1106, 'particles_10um': 194, 'particles_25um': 30, 'particles_50um': 4, 'particles_100um': 2}",29.44,35.66,401,124,466,12250,1689,2025-03-26 19:22:43.906116
2,817,16203713,"{'pm10_standard': 24, 'pm25_standard': 35, 'pm100_standard': 36, 'particles_03um': 4752, 'particles_05um': 1305, 'particles_10um': 197, 'particles_25um': 15, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 34, 'pm100_standard': 40, 'particles_03um': 4311, 'particles_05um': 1168, 'particles_10um': 201, 'particles_25um': 32, 'particles_50um': 8, 'particles_100um': 2}",29.47,35.74,400,116,427,12275,1723,2025-03-26 19:22:53.924821
2,817,16213736,"{'pm10_standard': 25, 'pm25_standard': 40, 'pm100_standard': 41, 'particles_03um': 4680, 'particles_05um': 1349, 'particles_10um': 247, 'particles_25um': 22, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 21, 'pm25_standard': 30, 'pm100_standard': 32, 'particles_03um': 4128, 'particles_05um': 1101, 'particles_10um': 157, 'particles_25um': 20, 'particles_50um': 4, 'particles_100um': 0}",29.44,35.31,400,110,416,12283,1723,2025-03-26 19:23:03.928414
2,817,16223825,"{'pm10_standard': 25, 'pm25_standard': 38, 'pm100_standard': 39, 'particles_03um': 4620, 'particles_05um': 1327, 'particles_10um': 221, 'particles_25um': 17, 'particles_50um': 2, 'particles_100um': 0}","{'pm10_standard': 22, 'pm25_standard': 34, 'pm100_standard': 39, 'particles_03um': 4092, 'particles_05um': 1095, 'particles_10um': 176, 'particles_25um': 32, 'particles_50um': 6, 'particles_100um': 4}",29.44,35.07,400,104,422,12279,1718,2025-03-26 19:23:13.997438
2,817,16233912,"{'pm10_standard': 24, 'pm25_standard': 39, 'pm100_standard': 40, 'particles_03um': 4536, 'particles_05um': 1288, 'particles_10um': 257, 'particles_25um': 21, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 24, 'pm25_standard': 35, 'pm100_standard': 39, 'particles_03um': 4317, 'particles_05um': 1167, 'particles_10um': 181, 'particles_25um': 22, 'particles_50um': 6, 'particles_100um': 4}",29.48,35.39,400,136,490,12232,1738,2025-03-26 19:23:24.064242
