type,id,sample_time,pt1,pt2,temperature,hum,pressure,tvoc,eco2,rawh2,rawethanol,timestamp
2,817,795572,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 783, 'particles_05um': 224, 'particles_10um': 33, 'particles_25um': 2, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 582, 'particles_05um': 171, 'particles_10um': 32, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}",27.8,35.1,402,0,400,12819,1049,2025-03-26 15:06:31.765865
2,817,805653,"{'pm10_standard': 2, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 816, 'particles_05um': 215, 'particles_10um': 29, 'particles_25um': 5, 'particles_50um': 1, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 714, 'particles_05um': 191, 'particles_10um': 26, 'particles_25um': 0, 'particles_50um': 0, 'particles_100um': 0}",27.76,34.86,402,2,400,12833,998,2025-03-26 15:06:41.831560
2,817,815705,"{'pm10_standard': 2, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 843, 'particles_05um': 216, 'particles_10um': 33, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 720, 'particles_05um': 187, 'particles_10um': 26, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}",27.74,34.72,402,13,400,12819,963,2025-03-26 15:06:51.870951
2,817,825787,"{'pm10_standard': 4, 'pm25_standard': 6, 'pm100_standard': 6, 'particles_03um': 858, 'particles_05um': 227, 'particles_10um': 46, 'particles_25um': 5, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 3, 'pm25_standard': 5, 'pm100_standard': 5, 'particles_03um': 684, 'particles_05um': 171, 'particles_10um': 38, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}",27.73,34.75,402,15,400,12779,946,2025-03-26 15:07:01.930428
2,817,835869,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 5, 'particles_03um': 726, 'particles_05um': 204, 'particles_10um': 27, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 642, 'particles_05um': 160, 'particles_10um': 32, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}",27.76,35.32,402,73,662,12496,940,2025-03-26 15:07:11.997331
2,817,845895,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 798, 'particles_05um': 227, 'particles_10um': 28, 'particles_25um': 1, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 687, 'particles_05um': 175, 'particles_10um': 26, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}",27.74,36.04,402,76,569,12557,1009,2025-03-26 15:07:22.000586
2,817,855978,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 5, 'particles_03um': 873, 'particles_05um': 246, 'particles_10um': 21, 'particles_25um': 2, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 3, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 672, 'particles_05um': 164, 'particles_10um': 14, 'particles_25um': 2, 'particles_50um': 0, 'particles_100um': 0}",27.76,36.3,402,36,400,12747,1159,2025-03-26 15:07:33.241675
2,817,866033,"{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 759, 'particles_05um': 220, 'particles_10um': 29, 'particles_25um': 1, 'particles_50um': 1, 'particles_100um': 1}","{'pm10_standard': 3, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 684, 'particles_05um': 162, 'particles_10um': 14, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}",27.75,36.03,402,14,400,12785,1161,2025-03-26 15:07:45.987457
2,817,876112,"{'pm10_standard': 2, 'pm25_standard': 3, 'pm100_standard': 3, 'particles_03um': 753, 'particles_05um': 206, 'particles_10um': 21, 'particles_25um': 1, 'particles_50um': 0, 'particles_100um': 0}","{'pm10_standard': 2, 'pm25_standard': 4, 'pm100_standard': 4, 'particles_03um': 654, 'particles_05um': 157, 'particles_10um': 10, 'particles_25um': 4, 'particles_50um': 0, 'particles_100um': 0}",27.74,35.63,402,9,400,12767,1150,2025-03-26 15:08:01.537588
